784785 784785 0.268 -0.04785 9.723 784785 -0.009312 -0.004523 0.0007982
784795 784795 0.2871 -0.06699 9.723 784795 -0.009844 -0.001463 0.0006651
784805 784805 0.3063 -0.06699 9.714 784805 -0.006917 -0.005587 0.002261
784805 784805 0.2967 -0.06699 9.695 784805 -0.01011 -0.00572 0.00133
787821 787821 0.3063 -0.05742 9.695 787821 -0.008514 -0.00439 -0.0009312
787831 787831 0.2871 -0.04785 9.704 787831 -0.007317 -0.002794 0.0003991
787841 787841 0.268 -0.06699 9.704 787841 -0.01051 -0.0009312 0.001862
787851 787851 0.2775 -0.07656 9.704 787851 -0.008647 -0.004257 0.00306
787861 787861 0.2871 -0.06699 9.714 787861 -0.007849 -0.004257 0.002661
787871 787871 0.2775 -0.06699 9.704 787871 -0.003326 -0.002927 0.007184
787881 787881 0.2775 -0.06699 9.714 787881 -0.00705 -0.00306 -0.003193
787891 787891 0.2967 -0.03828 9.714 787891 -0.006385 -0.004656 0.001995
787901 787901 0.2967 -0.08613 9.723 787901 -0.009977 -0.002794 0.004124
787911 787911 0.2775 -0.06699 9.714 787911 -0.006385 -0.005986 0.002395
787921 787921 0.2967 -0.06699 9.723 787921 -0.005055 -0.004523 0.003991
787931 787931 0.2967 -0.03828 9.704 787931 -0.006518 -0.003326 0.001596
787941 787941 0.2967 -0.05742 9.695 787941 -0.007982 -0.003592 -0.0003991
787951 787951 0.268 -0.05742 9.723 787951 -0.006385 0.0003991 0.002261
787961 787961 0.2871 -0.06699 9.714 787961 -0.01091 -0.003326 0.002794
787971 787971 0.2871 -0.05742 9.733 787971 -0.008913 -0.002661 0.0005321
787981 787981 0.2775 -0.03828 9.695 787981 -0.009844 -0.005055 0.0007982
787991 787991 0.2775 -0.04785 9.723 787991 -0.003592 -0.004789 -0.003592
788001 788001 0.2871 -0.05742 9.695 788001 -0.005055 -0.002128 -0.0003991
788011 788011 0.268 -0.04785 9.714 788011 -0.008913 -0.003592 0.001596
788021 788021 0.2871 -0.06699 9.704 788021 -0.008115 -0.000133 0.0005321
788031 788031 0.268 -0.07656 9.704 788031 -0.01064 -0.003858 0.004523
788041 788041 0.2871 -0.05742 9.723 788041 -0.009711 -0.002794 -0.0005321
788051 788051 0.2775 -0.04785 9.723 788051 -0.004257 -0.002927 0.003991
788061 788061 0.2967 -0.05742 9.723 788061 -0.005853 -0.004124 0.000133
788071 788071 0.268 -0.04785 9.714 788071 -0.007184 -0.002395 0.00133
788081 788081 0.2871 -0.05742 9.733 788081 -0.01038 -0.003991 0.0006651
788091 788091 0.268 -0.06699 9.704 788091 -0.009046 -0.003326 0
788101 788101 0.2775 -0.04785 9.685 788101 -0.01064 0.000133 -0.002528
788111 788111 0.2584 -0.05742 9.714 788111 -0.01144 -0.00572 0.001862
788121 788121 0.2967 -0.06699 9.714 788121 -0.008115 -0.002128 -0.003991
788131 788131 0.268 -0.07656 9.704 788131 -0.005587 -0.003592 0.001463
788141 788141 0.2775 -0.06699 9.743 788141 -0.002261 -0.005055 0.002528
788151 788151 0.268 -0.05742 9.704 788151 -0.008913 -0.003858 0.005188
788161 788161 0.2967 -0.04785 9.714 788161 -0.01184 -0.006651 0.00133
788171 788171 0.2871 -0.05742 9.733 788171 -0.01078 -0.004656 -0.0006651
788181 788181 0.2967 -0.04785 9.676 788181 -0.005055 -0.003858 0.003326
788191 788191 0.2967 -0.06699 9.714 788191 -0.01304 -0.005055 0.002128
788201 788201 0.2871 -0.05742 9.723 788201 -0.005454 -0.004789 0.002128
788211 788211 0.2967 -0.06699 9.714 788211 -0.006119 -0.004124 0.002927
788221 788221 0.2871 -0.03828 9.704 788221 -0.008248 -0.003592 -0.003459
788231 788231 0.2967 -0.04785 9.685 788231 -0.009711 -0.004656 0.007716
788241 788241 0.2967 -0.04785 9.743 788241 -0.006119 -0.003592 0.001463
788251 788251 0.2871 -0.04785 9.704 788251 -0.005853 -0.002661 0.00306
788261 788261 0.2871 -0.06699 9.714 788261 -0.002528 -0.00133 0.004656
788271 788271 0.2775 -0.03828 9.704 788271 -0.007317 -0.001064 0.004789
788281 788281 0.3158 -0.04785 9.695 788281 -0.001064 -0.003725 -0.000133
788291 788291 0.2871 -0.05742 9.714 788291 -0.008647 -0.004124 0.003725
788301 788301 0.268 -0.05742 9.695 788301 -0.006119 -0.006651 0.00572
788311 788311 0.2967 -0.05742 9.714 788311 -0.006385 -0.001596 0.002261
788321 788321 0.3158 -0.06699 9.714 788321 -0.004257 -0.004922 -0.001729
788331 788331 0.2967 -0.05742 9.685 788331 -0.01038 -0.004523 -0.000133
788341 788341 0.268 -0.05742 9.714 788341 -0.01104 -0.003991 0.002261
788351 788351 0.268 -0.06699 9.714 788351 -0.008381 -0.002661 0.0007982
788361 788361 0.2871 -0.06699 9.704 788361 -0.007583 -0.001862 0.00306
788371 788371 0.2871 -0.06699 9.743 788371 -0.008248 -0.003193 0.0003991
788381 788381 0.2393 -0.06699 9.733 788381 -0.002128 -0.003592 0.003725
788391 788391 0.2871 -0.04785 9.714 788391 -0.008115 -0.004656 0.001197
788401 788401 0.2584 -0.07656 9.762 788401 -0.008115 -0.005188 0.003991
788411 788411 0.2775 -0.05742 9.714 788411 -0.00572 -0.003991 0.002794
788421 788421 0.2871 -0.03828 9.714 788421 -0.008514 -0.001463 0.002395
788431 788431 0.2871 -0.06699 9.704 788431 -0.008647 0.0002661 0.0002661
788441 788441 0.2488 -0.04785 9.723 788441 -0.01423 -0.003459 0.00133
788451 788451 0.2775 -0.04785 9.723 788451 -0.004523 -0.003725 0.000133
788461 788461 0.2871 -0.07656 9.723 788461 -0.009977 -0.003193 0.001463
788471 788471 0.2871 -0.05742 9.704 788471 -0.01224 -0.003459 0.001064
788481 788481 0.2967 -0.06699 9.714 788481 -0.01024 -0.00572 0.001197
788491 788491 0.2967 -0.05742 9.714 788491 -0.006518 -0.002528 0.00133
788501 788501 0.2967 -0.05742 9.714 788501 -0.01051 -0.006784 0.002927
788511 788511 0.2871 -0.05742 9.695 788511 -0.007583 -0.001995 0.003725
788521 788521 0.3063 -0.04785 9.733 788521 -0.006917 -0.002794 0.003326
788531 788531 0.268 -0.05742 9.685 788531 -0.01011 -0.003459 0.001995
788541 788541 0.2871 -0.05742 9.714 788541 -0.008248 -0.003725 0.002661
788551 788551 0.268 -0.06699 9.762 788551 -0.005055 -0.004656 0.002661
788561 788561 0.2871 -0.06699 9.704 788561 -0.003991 -0.005188 0.002128
788571 788571 0.2967 -0.05742 9.714 788571 -0.01477 -0.00439 0.0009312
788581 788581 0.2871 -0.05742 9.714 788581 -0.009312 -0.006917 0.003725
788591 788591 0.2967 -0.0957 9.723 788591 -0.009179 -0.001463 0.001729
788601 788601 0.2775 -0.06699 9.723 788601 -0.00572 -0.003193 -0.000133
788611 788611 0.2871 -0.04785 9.733 788611 -0.005986 -0.001729 0.0002661
788621 788621 0.2775 -0.03828 9.714 788621 -0.01078 -0.002661 0.0005321
788631 788631 0.2775 -0.04785 9.714 788631 -0.01277 -0.004257 0
788641 788641 0.2967 -0.06699 9.743 788641 -0.004124 -0.003991 0.004922
788651 788651 0.2775 -0.04785 9.685 788651 -0.003459 -0.0009312 -0.0006651
788661 788661 0.2967 -0.06699 9.723 788661 -0.00745 -0.007716 0.004922
788671 788671 0.2967 -0.03828 9.714 788671 -0.00439 -0.002128 0.00572
788681 788681 0.2967 -0.05742 9.704 788681 -0.01024 -0.002794 0.001064
788691 788691 0.2967 -0.06699 9.704 788691 -0.009445 -0.001463 0.0006651
788701 788701 0.268 -0.05742 9.723 788701 -0.003991 -0.0005321 0.002128
788711 788711 0.2871 -0.04785 9.704 788711 -0.004523 -0.003991 0.002794
788721 788721 0.3063 -0.05742 9.695 788721 -0.006784 -0.003592 -0.0006651
788731 788731 0.3063 -0.05742 9.695 788731 -0.008248 -0.005853 -0.0006651
788741 788741 0.2871 -0.04785 9.723 788741 -0.006252 -0.0002661 -0.002794
788751 788751 0.2871 -0.07656 9.685 788751 -0.004124 -0.004656 0.001862
788761 788761 0.2871 -0.04785 9.733 788761 -0.007716 -0.004124 0.003326
788771 788771 0.2871 -0.04785 9.704 788771 -0.006518 -0.002395 0.0009312
788781 788781 0.2871 -0.03828 9.695 788781 -0.01144 -0.005321 0.00306
788791 788791 0.3063 -0.06699 9.704 788791 -0.01091 -0.006252 0.00306
788801 788801 0.2967 -0.05742 9.723 788801 -0.008647 -0.001729 0.001064
788811 788811 0.2775 -0.06699 9.714 788811 -0.01011 -0.003592 0.00439
788821 788821 0.2871 -0.04785 9.704 788821 -0.00878 -0.001862 0.003858
788831 788831 0.2584 -0.06699 9.704 788831 -0.005055 -0.004257 0.00306
788841 788841 0.268 -0.06699 9.714 788841 -0.005986 -0.00133 -0.000133
788851 788851 0.2775 -0.05742 9.695 788851 -0.003858 -0.005587 -0.0007982
788861 788861 0.2871 -0.07656 9.743 788861 -0.007583 0.0003991 0.001064
788871 788871 0.2871 -0.07656 9.714 788871 -0.01117 -0.004523 0.003459
788881 788881 0.268 -0.07656 9.733 788881 -0.003725 -0.002128 0.003592
788891 788891 0.2967 -0.06699 9.704 788891 -0.004523 -0.004124 0.001995
788901 788901 0.2775 -0.05742 9.723 788901 -0.01171 -0.00133 0.003459
788911 788911 0.2967 -0.06699 9.714 788911 -0.005321 -0.002261 0.00439
788921 788921 0.2775 -0.06699 9.743 788921 -0.01157 -0.0002661 0.001064
788931 788931 0.2871 -0.05742 9.723 788931 -0.005188 -0.003193 0.006385
788941 788941 0.3158 -0.04785 9.695 788941 -0.0125 -0.005188 0.002661
788951 788951 0.2967 -0.06699 9.704 788951 -0.01317 -0.005986 -0.001995
788961 788961 0.268 -0.03828 9.723 788961 -0.01197 -0.001197 -0.0007982
788971 788971 0.2967 -0.07656 9.714 788971 -0.008115 -0.005321 0.004922
788981 788981 0.2871 -0.06699 9.714 788981 -0.007849 -0.002528 0.00306
