784785 0.3577 -0.4374 11.08 -0.005543 -0.02892
784795 0.3577 -0.4374 11.08 -0.006042 -0.02912
784805 0.3577 -0.4374 11.08 -0.006327 -0.02999
784805 0 0 0 0 0
787821 0 0 -2.658e-05 -0.002488 -0.01063
787831 0 0 -3.99e-06 -0.003509 -0.01776
787841 0 0 -6.683e-07 -0.004407 -0.0216
787851 0 0 3.319e-06 -0.005655 -0.02413
787861 0 0 -1.331e-06 -0.005735 -0.02645
787871 0 0 1.86e-05 -0.006144 -0.02738
787881 0 0 -1.329e-05 -0.006402 -0.02781
787891 0 0 -1.728e-05 -0.005503 -0.02879
787901 0 0 -2.525e-05 -0.006408 -0.02927
787911 0 0 -2.525e-05 -0.006899 -0.02933
787921 0 0 -3.256e-05 -0.006886 -0.02945
787931 0 0 -4.784e-05 -0.006541 -0.02986
787941 0 0 -6.312e-05 -0.006008 -0.03012
787951 0 0 -4.651e-05 -0.005954 -0.02966
787961 0 0 -5.382e-05 -0.006667 -0.02854
787971 0 0 -6.246e-05 -0.006546 -0.02888
787981 0 0 -7.043e-05 -0.005925 -0.02893
787991 0 0 -8.504e-05 -0.005389 -0.0288
788001 0 0 -7.972e-05 -0.005912 -0.02837
788011 0 0 -7.906e-05 -0.005716 -0.02841
788021 0 0 -9.501e-05 -0.005809 -0.0285
788031 0 0 -6.511e-05 -0.006554 -0.02818
788041 0 0 -7.375e-05 -0.006319 -0.02761
788051 0 0 -7.574e-05 -0.005971 -0.0281
788061 0 0 -7.907e-05 -0.005788 -0.02866
788071 0 0 -5.847e-05 -0.005464 -0.02827
788081 0 0 -5.117e-05 -0.005461 -0.02842
788091 0 0 -6.445e-05 -0.005827 -0.02842
788101 0 0 -9.036e-05 -0.00552 -0.02849
788111 0 0 -8.903e-05 -0.004597 -0.02889
788121 0 0 -0.0001096 -0.005271 -0.02885
788131 0 0 -0.0001149 -0.006053 -0.02887
788141 0 0 -0.0001276 -0.006318 -0.02874
