284380 0.0007143 0.0004993 -0.03582 -0.01881 -0.03662
284390 0.0007143 0.0004993 -0.03583 -0.01914 -0.03723
284390 0 0 0 0 0
287401 0 0 -3.986e-06 -0.00656 -0.01308
287411 0 0 -1.262e-05 -0.01099 -0.02134
287421 0 0 -1.196e-05 -0.01444 -0.02674
287431 0 0 1.528e-05 -0.01594 -0.03018
287441 0 0 8.637e-06 -0.01701 -0.03207
287451 0 0 -1.33e-06 -0.01739 -0.03366
287461 0 0 1.991e-06 -0.01749 -0.03429
287471 0 0 -4.655e-06 -0.01759 -0.03511
287481 0 0 -7.313e-06 -0.01804 -0.03518
287491 0 0 -1.263e-05 -0.01828 -0.03495
287501 0 0 -4.111e-09 -0.01806 -0.03549
287511 0 0 -1.529e-05 -0.01852 -0.03577
287521 0 0 -9.307e-06 -0.01911 -0.03546
287531 0 0 -9.308e-06 -0.01861 -0.03475
287541 0 0 -3.329e-06 -0.01886 -0.03539
287551 0 0 -1.329e-05 -0.0188 -0.03539
287561 0 0 -8.645e-06 -0.01913 -0.03471
287571 0 0 1.195e-05 -0.01901 -0.03503
287581 0 0 -1.247e-08 -0.01909 -0.03521
287591 0 0 -5.327e-06 -0.01932 -0.03551
287601 0 0 -7.32e-06 -0.01908 -0.03583
287611 0 0 -7.317e-06 -0.01912 -0.03605
287621 0 0 6.634e-06 -0.01876 -0.03602
287631 0 0 1.726e-05 -0.01808 -0.03617
287641 0 0 1.195e-05 -0.01867 -0.03661
287651 0 0 -7.319e-06 -0.01786 -0.0358
287661 0 0 -6.723e-07 -0.01799 -0.03518
287671 0 0 -1.197e-05 -0.01935 -0.0353
287681 0 0 -2.127e-05 -0.01974 -0.03551
287691 0 0 -1.13e-05 -0.01983 -0.03567
287701 0 0 -2.458e-05 -0.01923 -0.03595
287711 0 0 -9.969e-06 -0.01833 -0.03647
287721 0 0 -2.857e-05 -0.01901 -0.03664
287731 0 0 -1.861e-05 -0.01885 -0.03655
287741 0 0 -3.123e-05 -0.01918 -0.03647
287751 0 0 -1.661e-05 -0.01938 -0.03732
287761 0 0 -3.787e-05 -0.01947 -0.03751
287771 0 0 -3.521e-05 -0.01937 -0.0369
287781 0 0 -3.654e-05 -0.01914 -0.0364
287791 0 0 -4.252e-05 -0.01922 -0.0368
287801 0 0 -4.85e-05 -0.01903 -0.03666
287811 0 0 -5.049e-05 -0.01927 -0.03622
287821 0 0 -5.581e-05 -0.01836 -0.03634
287831 0 0 -5.846e-05 -0.01865 -0.0359
287841 0 0 -5.382e-05 -0.0187 -0.03615
287851 0 0 -5.847e-05 -0.01872 -0.03628
287861 0 0 -6.046e-05 -0.01855 -0.03616
287871 0 0 -7.773e-05 -0.01824 -0.03612
287881 0 0 -6.777e-05 -0.01808 -0.03592
287891 0 0 -6.245e-05 -0.01867 -0.03606
287901 0 0 -7.64e-05 -0.01865 -0.03586
287911 0 0 -7.707e-05 -0.01872 -0.03552
287921 0 0 -6.844e-05 -0.01939 -0.0362
287931 0 0 -7.176e-05 -0.01883 -0.03604
287941 0 0 -7.309e-05 -0.01881 -0.03596
287951 0 0 -6.379e-05 -0.01983 -0.03612
287961 0 0 -7.442e-05 -0.01927 -0.03554
287971 0 0 -7.707e-05 -0.0185 -0.03534
287981 0 0 -8.239e-05 -0.01791 -0.03498
287991 0 0 -9.169e-05 -0.01787 -0.03445
288001 0 0 -0.000105 -0.01801 -0.03466
288011 0 0 -0.0001017 -0.01829 -0.03514
288021 0 0 -0.0001123 -0.01842 -0.03524
288031 0 0 -0.000107 -0.01817 -0.03462
288041 0 0 -0.0001196 -0.01802 -0.03476
288051 0 0 -0.0001163 -0.01817 -0.03469
288061 0 0 -0.0001116 -0.01767 -0.03464
288071 0 0 -0.000109 -0.01804 -0.03474
288081 0 0 -0.0001149 -0.01811 -0.03482
288091 0 0 -0.0001163 -0.01815 -0.03503
288101 0 0 -0.0001136 -0.01906 -0.03519
288111 0 0 -0.0001169 -0.01926 -0.03563
288121 0 0 -0.000111 -0.01903 -0.03574
288131 0 0 -9.435e-05 -0.01927 -0.03493
288141 0 0 -0.0001003 -0.01919 -0.03523
288151 0 0 -9.833e-05 -0.01869 -0.03515
288161 0 0 -0.0001196 -0.01834 -0.03508
288171 0 0 -0.0001123 -0.01848 -0.03453
288181 0 0 -0.0001123 -0.01767 -0.03507
288191 0 0 -0.0001428 -0.01799 -0.03535
288201 0 0 -0.0001515 -0.01859 -0.03538
288211 0 0 -0.0001541 -0.01859 -0.03556
288221 0 0 -0.0001236 -0.01828 -0.03552
288231 0 0 -0.0001136 -0.01888 -0.03529
288241 0 0 -0.0001309 -0.01988 -0.03427
288251 0 0 -0.0001621 -0.01917 -0.03473
288261 0 0 -0.0001541 -0.0192 -0.03532
288271 0 0 -0.0001614 -0.01906 -0.0354
288281 0 0 -0.0001834 -0.01825 -0.03579
288291 0 0 -0.0001933 -0.01877 -0.03608
288301 0 0 -0.000182 -0.01888 -0.03614
288311 0 0 -0.0002 -0.01849 -0.03664
288321 0 0 -0.000198 -0.01848 -0.0359
288331 0 0 -0.0002 -0.01913 -0.03595
288341 0 0 -0.00021 -0.01899 -0.03648
288351 0 0 -0.0002053 -0.0196 -0.03681
288361 0 0 -0.0002 -0.0191 -0.03627
288371 0 0 -0.0001741 -0.01902 -0.03601
288381 0 0 -0.000192 -0.01964 -0.03545
288391 0 0 -0.0002119 -0.0195 -0.0356
288401 0 0 -0.0002073 -0.01904 -0.03499
288411 0 0 -0.0002146 -0.01857 -0.03505
288421 0 0 -0.0002239 -0.01896 -0.03519
288431 0 0 -0.0002266 -0.01922 -0.03549
288441 0 0 -0.0002286 -0.01902 -0.03565
288451 0 0 -0.0002066 -0.01888 -0.03594
288461 0 0 -0.000196 -0.01845 -0.03576
288471 0 0 -0.0002166 -0.0186 -0.03587
288481 0 0 -0.0002153 -0.01898 -0.03608
288491 0 0 -0.0002246 -0.01853 -0.03549
288501 0 0 -0.0002332 -0.0186 -0.03578
288511 0 0 -0.0002505 -0.01844 -0.03571
288521 0 0 -0.0002571 -0.01855 -0.03597
288531 0 0 -0.0002379 -0.01896 -0.03615
288541 0 0 -0.0002525 -0.01873 -0.03574
288551 0 0 -0.0002598 -0.01875 -0.03585
288561 0 0 -0.0002604 -0.01875 -0.03604
288571 0 0 -0.0002638 -0.01861 -0.03513
288581 0 0 -0.0002551 -0.01842 -0.03476
288591 0 0 -0.0002584 -0.01819 -0.03487
288601 0 0 -0.0002697 -0.01802 -0.03474
288611 0 0 -0.0002717 -0.01838 -0.03498
288621 0 0 -0.0002584 -0.01855 -0.03514
